nV284576,918,PSTRRA37T07L564O,23703.49,79415.75,0,0
Dk496735,1071,GBBSTL51C25M169C,38829.16,157085.84,0,0
Jv325918,88,GVNVNN58A28G628N,5069.2,111693.95,0,0
xo128142,1187,PZZGLR21P63F839S,19946.06,197870.5,0,0
sg760354,1115,VRGMRL05D60I873E,29224.46,125975.29,0,0
Kn021481,245,MDRLND07T23L470S,10947.85,118073.52,0,0
tw043140,437,CMNFDG44M62C560P,13014.41,164614.0,0,0
mN780589,225,MNNVTR83P13F751H,12859.84,95264.87,0,0
un560535,835,LGNRSN61M42A834Q,17250.38,93676.9,0,0
bY805509,875,FLLLND79H62I409Y,18049.58,163033.06,0,0
KG991994,429,MCHVTI00C70B877I,38754.9,105030.55,0,0
by901269,516,VTTZEI83S70H013N,33881.15,124365.89,0,0
EK361459,1050,TGLGLI86H04L386E,23254.92,63996.65,0,0
XA525353,1066,LCCGNR05M41G007C,39234.11,68214.63,0,0
TX476836,873,RCCLLN17P24H266T,32219.48,116041.23,0,0
QG071620,1150,GLTLCU09R12I462Y,16517.42,56470.46,0,0
OD472528,824,BSNRRA17T28A452U,25508.96,59830.25,0,0
Ll846227,820,GRBNTL61A43D068X,39339.77,50963.66,0,0
ic735384,263,DROFLP57P19A490T,43440.6,140954.56,0,0
LR374410,118,DNSSTN98C08E154S,39995.73,158792.83,0,0
Gl263960,1197,MRSMCL08M05H495X,49285.83,171973.8,0,0
Tq800248,478,MNCGNE44H24G906T,36267.78,113488.92,0,0
Yg954846,233,MEOGLN66A27D038T,26959.11,149442.52,0,0
eK966435,1175,BNNGNN73M22D905Y,20969.26,112450.49,0,0
jh031923,625,MNRPRG38R60A552R,6446.94,106549.99,0,0
JU585456,259,LNTPRG37H62F914I,38647.25,177934.92,0,0
MD910872,603,CNINNR01S26C342G,46254.39,198897.56,0,0
qy515003,909,GLGSNT68A58L799W,16947.49,151040.47,0,0
XG080279,1184,DSSPSL41B49C210P,8868.11,79770.95,0,0
zh260869,1191,PDVLNI19A28C553J,21072.32,78777.16,0,0
jK495738,176,TRTLSN46E26B161Z,32574.98,165946.49,0,0
LY958187,704,CRVNPN63A41D895Y,45870.85,92853.2,0,0
Hx279400,137,SMMNTL56L22C745Q,39583.33,179571.57,0,0
kN832751,775,DROFLP57P19A490T,11952.25,88524.23,0,0
fy283969,664,NTNLVI54A26A902T,9490.23,134804.2,0,0
zG413170,809,FLRDNI46S69A713M,34350.28,127873.22,0,0
Yk695622,86,CSLNTA23C21G311F,5648.1,135158.28,0,0
yJ510749,43,MGLLMR37P58B676X,33713.81,172251.77,0,0
dm931013,1101,GLTLNI13E02F148U,23236.31,174902.01,0,0
Wp703127,648,LNCMLN87S11C269U,40890.26,100819.91,0,0
mE300044,209,BNVFST16P59D949N,7094.59,198148.94,0,0
tW445386,445,PZZLCU30S68C489P,10840.84,140065.95,0,0
VG308634,948,BRDFRN89T05A438G,24482.95,110208.05,0,0
Cr073637,261,MRNNTL85C59B629F,15177.08,196942.31,0,0
LS493276,717,MRLRMN78T51G488R,28660.35,111453.4,0,0
Bg227391,254,MLDLRT49H15E504T,6439.28,106875.36,0,0
vj794623,339,CRCNRC90H61G837J,30525.35,80931.09,0,0
yt823356,442,FNTVRC37E27G114Z,46859.0,120284.76,0,0
cd763882,48,RRCGNL48T47D732R,20983.34,101644.64,0,0
my407161,537,CNVRFL10S69E919Z,20832.3,186995.08,0,0
Rm212158,882,CSTBNC59R24G859W,22938.33,99900.12,0,0
Cq701737,121,PLZTNF47T69B905R,40758.03,108473.24,0,0
jQ847812,210,SBBNNS00C08C573O,40026.51,117201.21,0,0
hd867819,195,ZNIMRA99M68B364P,49492.38,169426.43,0,0
qi991288,346,SCTRML01M63A710W,27758.16,99193.08,0,0
ML567127,326,MGLLMR37P58B676X,42959.74,158507.42,0,0
Th922611,884,ZBRBRL65D65C430J,40221.01,185288.24,0,0
zD075970,810,BLBRMN01S65D145I,48094.79,190226.09,0,0
yG217061,618,RROLND46R08M015J,45904.39,69689.07,0,0
RP791352,1035,MRRPLA16T50D562L,34677.59,131175.46,0,0
DG214189,652,VLTRGR88E54I873T,26310.76,71192.6,0,0
TQ799482,671,PGFGNI22S47E878P,28512.67,88198.3,0,0
tL382748,686,PRZCRN27B50G105Z,38365.52,135863.31,0,0
sF138373,193,MPSCSN53D57C801I,21378.78,119136.07,0,0
Ac326834,719,RMNNTL31S27F516V,5118.05,51114.87,0,0
TN543457,304,BNTRSR68M28L401Z,39362.42,94220.76,0,0
yb536196,684,MNCGNE44H24G906T,43046.73,61461.68,0,0
Pa086728,777,VRDVEA68T31L132T,13432.39,83947.04,0,0
XY407086,993,BRCPLN89A12A645R,22999.42,58945.93,0,0
OD153822,1099,GGLSBT66M65D553S,38631.6,99205.19,0,0
Pv978155,816,MRNNTN03H69C621G,26334.9,165338.88,0,0
cy083645,479,TRSTTE97R05L689C,40903.72,118322.35,0,0
iI917706,60,LZUPLA45S30F118P,26884.48,153268.17,0,0
Lr494654,387,BRGLBT56B49E939Z,23362.94,52255.46,0,0
tC026274,985,CLGSNO82L07M122O,13063.82,163176.67,0,0
Jv233576,65,GLTMRN24A57I759A,43201.93,59883.92,0,0
sk731686,780,CNNNTT62A23G475Q,5903.34,86728.11,0,0
IX168639,813,SPSSBN53H49E311K,34888.83,57702.18,0,0
YW550301,1153,BDNLNA27C14D835P,18600.21,59502.31,0,0
VV522018,622,RTCPRC28L09M083T,19129.36,177600.66,0,0
Du611291,1172,PRDRSN39H22F562I,8803.36,144383.08,0,0
gG114765,167,BNLGNL39P69E563A,8655.32,89946.42,0,0
PO015467,864,MNTGSR49B63H258R,31209.49,72000.37,0,0
nN756162,1174,FRRNTN00L42H591R,33700.47,80240.99,0,0
Id610604,444,CMMLVI75A54A357A,36720.5,89521.42,0,0
fZ215909,1064,SLNCML43R12L883P,39645.62,112998.31,0,0
WC073087,769,GROSRN16C27E675V,15886.93,98549.93,0,0
xf823982,589,VCLFLV86T57L444K,6515.73,189203.22,0,0
gF507004,362,SDRPLA96D28A975I,47081.07,65896.53,0,0
FT220278,1120,BDNGRG72H62A424G,13852.19,152512.16,0,0
fY528082,1135,CREMRA74H08A551W,25080.7,100090.23,0,0
lZ947762,322,RNSGNC04H64L741A,49122.61,144447.51,0,0
tK859754,949,GRMNTA16C01C596X,29315.97,127919.53,0,0
gC043514,857,VSPLGN95L13F267L,12539.05,139084.43,0,0
Qq938432,71,PCCDNI38M27D373N,47181.69,62178.36,0,0
SZ857761,707,BNGMTT42E70E244T,44868.05,74711.84,0,0
hD686501,368,FRRLLR10E09F851Z,12453.77,52238.34,0,0
vv334835,278,GZZLRA52T24F675G,14625.76,92303.95,0,0
Wc183299,455,GBRSLS35S42I240L,36294.6,110175.2,0,0
fS722070,815,MRSRND07R57H659R,34744.24,57151.32,0,0
kK578071,1010,SBRRMI09C25E305O,29467.31,133406.46,0,0
rU458630,333,DSSVNN88H54C420H,34232.16,162953.97,0,0
LT975737,1159,ZTIMRC15T61F614I,29126.31,52392.87,0,0
Sc154818,1074,CRFRRA47S17L837A,29048.62,174235.64,0,0
Do126968,862,CMCLLR08B16L535P,46493.36,99981.95,0,0
vS112237,997,FDRRMN45L51B999R,34185.61,59670.93,0,0
qd961534,348,MRCGMM70L04C418H,7404.29,79068.73,0,0
aU113901,212,FRRNTN00L42H591R,48320.64,114855.1,0,0
QI658949,528,CHTFRN35D27G299B,47720.09,149939.56,0,0
DJ329704,1078,CRELBT98C46D462H,21948.51,99883.85,0,0
wb826682,380,CNTMRA79T07F009G,27146.89,158425.2,0,0
Iv816311,1015,CREGNC86P67B978C,49230.24,64418.83,0,0
dw577425,697,RSSGCN14S52H480J,18509.5,149560.22,0,0
FH413999,1000,PZZMRS04B28L335T,6381.59,175301.47,0,0
Ts093269,1080,TRTFMM80D21L024B,24944.78,123845.1,0,0
mb464949,443,RNSGNC04H64L741A,11432.83,79358.86,0,0
FM266022,130,PZZGLR21P63F839S,17808.12,129475.57,0,0
bP156584,610,PCCDNI38M27D373N,42340.67,130473.1,0,0
DB529952,748,MTTCTN38E30F507N,43184.0,110137.91,0,0
il026142,38,FRMVTR71D41G556M,18063.64,176596.01,0,0
Pa566847,460,MRSRND07R57H659R,12275.81,58119.43,0,0
zo423152,202,SCHPRD70R49C459O,13407.06,144632.54,0,0
Uq601587,869,SGRCCL80A06E209F,42515.99,112555.49,0,0
qe525232,1017,MCHTNN29C63G110Z,11878.9,154351.74,0,0
Eu287784,1121,RSSMRN78C17B176M,35243.26,50533.48,0,0
PS548595,139,TRNSYV29P15I991B,13947.58,158860.82,0,0
hv757284,731,GLTLCU09R12I462Y,43650.71,151403.37,0,0
PY170633,1164,CFRLLD78E64G934U,9543.6,199111.07,0,0
in303073,913,GBBMRC58M61F078L,15547.52,178134.89,0,0
vn550233,911,FSNPRN67R27A058F,29226.47,60871.45,0,0
rO916416,156,SRNPRG24S54I056M,45247.72,122863.86,0,0
la332278,375,SNNNCL28P45A028Z,41712.76,139070.13,0,0
Go167809,880,PZZGLR21P63F839S,9907.79,100278.95,0,0
ua979952,1122,LPRRFL69S51L377V,9812.16,108148.79,0,0
pr814805,951,TRNMRA96H65G534J,10816.12,82562.85,0,0
IN155148,101,PLLVIO86B43E374F,43301.12,83032.76,0,0
tL424108,458,BTTCTN72M05C803K,38003.29,108823.2,0,0
Nk544670,179,PRTLCU52R30E426X,35720.35,175708.36,0,0
ZV821070,325,VSPRSN50R15F275I,16936.59,176873.0,0,0
Ta801186,381,FLRDNI46S69A713M,33581.93,56296.73,0,0
Hl268003,64,MNDLND69D62C478V,32244.58,131895.15,0,0
XQ237919,518,VVNBTN12R03B597G,11627.46,95650.8,0,0
GW723676,588,GLLGRM77P62F023F,27429.9,177913.58,0,0
bg952396,124,GLTDLA56H09D234U,33189.21,196100.83,0,0
au473245,617,MLPTTN47R61E156C,31911.2,191883.83,0,0
xD625304,180,PCLSNN77E50L014R,37974.58,94478.0,0,0
ja410389,812,PLMLNA79E19A435P,9096.66,109428.99,0,0
Yr503074,331,CLRMSM63S58E734R,48876.28,115767.1,0,0
SS418065,266,RZZNCL88H42C207G,8511.7,140583.76,0,0
li937953,944,TRCVNN69T62F565U,49498.59,72491.42,0,0
NM636869,189,RSSGCN14S52H480J,15677.7,174929.21,0,0
CB045667,1053,BSSJCP42P50A703Z,11187.41,149837.89,0,0
EH922865,1190,NNTCRL19S19I071X,16099.73,52138.52,0,0
Sz782800,1043,PGLBLD24L47D938X,48484.18,137262.11,0,0
LA267757,9,PTRDNL93P19D630F,47716.88,76412.01,0,0
WO447305,1070,VRNRBT30S65B828G,18069.48,84760.24,0,0
Mb533097,6,CMSPLM86B16H839V,33713.42,71715.12,0,0
Kr937521,1,SCLRMN63D44B637K,43110.83,82009.0,0,0
qj419418,501,MLDGGL95L44C316G,7970.83,131595.04,0,0
ix440725,983,MLPMBT73R71A210B,40941.82,75562.36,0,0
Go119412,265,TSTMRD14A13G365K,19119.65,85939.48,0,0
jq718409,830,CREGNC86P67B978C,6525.24,182477.86,0,0
yg261697,1106,SMRPRG34M55D677U,19586.12,97072.3,0,0
aq051572,1198,PLZTNF47T69B905R,35476.41,165604.82,0,0
Fq907553,709,RROLND46R08M015J,43501.91,154725.79,0,0
fP767727,200,SNSSVN02C44G961C,22356.25,150728.83,0,0
Dg673357,419,CNVFLR20B25G209C,8369.1,58434.2,0,0
EV203115,946,MRNBRR41L63E507M,30617.62,70534.26,0,0
BN801139,943,BLLGLN68H49A584D,5513.27,110118.7,0,0
Qe387737,1028,VRDRSL30E16I798D,40836.9,133812.33,0,0
YN429079,1051,LCCGNR05M41G007C,28993.7,93789.57,0,0
bv415201,465,BVLSTN50S24G957Z,38951.81,101626.83,0,0
kx027099,341,NGGVEA41D05D767O,19313.32,63242.54,0,0
Tq273933,336,GLDGSN60R43C958P,31878.16,113121.36,0,0
kW936808,1048,MNRBNC88B12C091D,40151.51,177935.08,0,0
bW443277,1143,FRRGRL46A10H779D,13394.98,51742.13,0,0
yV021163,222,MCCVRN92R25D472H,18912.74,160082.54,0,0
tO887956,721,PLLLCU03L58F116D,17427.64,86149.75,0,0
Zz733033,941,MLNCRL84P45E520D,34381.84,100453.19,0,0
Me267156,587,BRCDRT73H63M364G,21024.63,166388.78,0,0
xO594286,68,RZZMRN80D08H010O,24145.33,170601.29,0,0
SV695472,693,FDRDNT66S45C205G,32441.72,80956.13,0,0
wh954331,1155,BNVDMN51P50F806P,12644.39,73166.21,0,0
Ar792575,292,TPLRAI90H02H665N,31616.21,146100.52,0,0
jw059766,564,BRCLRI18T31D871Z,20460.1,75883.93,0,0
fP140046,796,RNSSRN57A10D105H,23969.78,67591.72,0,0
Db002824,1170,LGNRSN61M42A834Q,17459.09,144124.14,0,0
jB657538,15,DTTMLI90R69A780Q,30936.64,139641.88,0,0
Fk387716,109,VNTLRN12T16B377D,37152.86,195794.92,0,0
jt315874,539,SLGMLI24D52A472F,32214.32,137041.8,0,0
yb648820,508,LFNNZE90C64H203Z,5281.64,168112.14,0,0
PQ225368,565,TMBCNT13L04C141L,27371.28,155465.04,0,0
SF325425,737,DDUBNT31R60L990B,45683.96,139155.52,0,0
Jv270700,525,RNDPRR50M46I635B,13232.72,97861.22,0,0
dG623498,141,PRZCRN27B50G105Z,34784.84,137598.25,0,0
pS222156,659,SRGSBL62E29H280N,16682.4,58746.84,0,0
Te795155,128,GRNBRR25P51I242O,30510.64,145287.78,0,0
tr946002,986,RRGVNN87M62A947J,30252.61,183297.92,0,0
Qo689553,1162,DRGPRI15P69H868A,13328.29,123611.07,0,0
wp392141,599,PLCSRN16M29A746L,49049.47,52345.92,0,0
hV911640,1044,VRNRRA01D15B086Q,39971.99,113744.83,0,0
BW088293,134,VLTRGR88E54I873T,43825.86,105355.4,0,0
Hp708117,507,JVRRTI04L18L986R,42719.64,132064.39,0,0
Hk718737,637,TPLSTN25S21B250K,40455.61,104515.5,0,0
oD483039,1003,TNCDIA97L20L751S,8309.22,115303.45,0,0
FE634864,608,PLLVIO86B43E374F,41624.24,90925.45,0,0
RB463373,510,SLNCML43R12L883P,5263.08,190550.87,0,0
GC955349,1105,FRNBNC59S21H400W,26747.34,198844.08,0,0
uM884186,253,SLNSNR28C29D469W,42458.99,99445.94,0,0
yG626653,405,VSPRSN50R15F275I,9775.61,156151.67,0,0
pR306488,57,GLDGSN60R43C958P,24554.17,142034.23,0,0
aT559634,502,NNSBRC27R09H964K,45469.76,61660.31,0,0
lU144500,389,FNTSVR88T55A150U,45354.95,66754.22,0,0
nW478567,567,VLLGDU02S41F153Q,18166.54,192400.24,0,0
yZ059854,818,MNDLND69D62C478V,26576.23,112108.16,0,0
nl962340,393,MNNFLP06T04C917Q,12990.31,128662.01,0,0
Db015283,492,SRNLCN35T70F483L,28045.28,183690.21,0,0
jh334227,596,JVNGNN63H54I202M,37042.24,63169.03,0,0
zI224770,980,BRMPSL76S65B640S,23017.84,122371.11,0,0
Rz676207,329,BJRPPZ01L61I592D,32762.23,114793.78,0,0
QI527743,1005,MRNNTL85C59B629F,28582.92,67294.84,0,0
Rp412918,646,BRNLDN85T69B227C,37538.43,60016.63,0,0
th041409,770,LGHVEA67E11B873T,11478.43,78577.79,0,0
Wl128503,171,RTCPRC28L09M083T,7973.88,171762.6,0,0
CX555309,258,FGGMNC31B25E022Z,42509.32,53028.97,0,0
lq363376,924,BTTLNE12P14I844T,27447.45,70767.46,0,0
yb347850,590,FRCLNI04L18H781F,22378.3,153668.35,0,0
VY118399,656,GNZGVN72D04C815U,24350.59,127925.48,0,0
tH409258,961,RSSGCN14S52H480J,48033.21,67270.62,0,0
mt182957,1029,VTTLSI87P28A424O,23254.08,190687.55,0,0
KC959413,223,BTAPRI02S59D317Q,23221.3,97722.16,0,0
ZZ571433,159,CMLNTT08H13H607K,49730.55,175657.7,0,0
AL842856,650,PCNDNT04R66D977T,30194.59,143446.35,0,0
zV186944,685,CNTRSL58P06F587Y,25705.47,112349.52,0,0
xu943121,1189,VRGMRL05D60I873E,49074.86,119856.25,0,0
wI003182,413,VZZGLN97T41G378K,49069.2,109603.0,0,0
kl221145,378,TRBGSR18R53I562W,24563.24,182439.2,0,0
jf983145,297,TZZRMN18A65G583Q,31172.19,117065.05,0,0
mq975973,764,CNTMRA81A10F863I,31330.47,106513.07,0,0
ml256657,1063,NNCCSN43L52D638B,32692.19,77892.75,0,0
DK217459,390,GGLLSI54L11C240M,11287.19,66963.19,0,0
mr309085,1022,LMGPLN44R11L961T,11645.38,146268.55,0,0
pO809799,620,GRZGSR26H45L625U,35819.64,195215.7,0,0
nV546612,752,SPDGUO30T49A465O,46934.6,95480.05,0,0
zr716417,663,LPUFRZ90P54I743R,45951.57,75111.26,0,0
vE764859,874,BTTRCT52B58G277S,35130.32,70898.14,0,0
no127180,39,MNCLVR76L29L238G,36189.23,70574.02,0,0
vN665993,150,MLPMLS19T02F206P,11613.84,104787.87,0,0
bv090281,900,NCLDRT71H59M416Y,10390.51,103069.07,0,0
Ys874256,529,PNCFLP68C57M082R,38978.56,90521.96,0,0
iW785381,1146,RZZLND96H09E500R,31160.92,126241.12,0,0
Pq679811,976,MRNPRR16E56L589B,16708.63,100947.23,0,0
el873252,436,LBNBLD42A60H262X,25304.83,92181.9,0,0
dL062242,894,NCHLCZ87A02B620B,40661.81,67393.71,0,0
kH373446,242,CRSRSL63T21D527N,24754.26,141033.48,0,0
eV736470,979,RRCFBZ56A05D464Q,10455.64,96122.76,0,0
ev147071,843,CNTFRC67L57E965J,7912.47,103515.07,0,0
Bi629540,70,MRNNTL85C59B629F,47174.33,192757.86,0,0
aj618924,288,MRLRMN78T51G488R,13026.54,111055.88,0,0
zq360242,18,GSTDMA38S44I376P,22662.41,95944.12,0,0
Rn956359,474,FLRDNI46S69A713M,29947.05,112023.6,0,0
pj805928,192,TRVBNT84B57E799V,15867.15,59040.19,0,0
AA132680,490,TBLFBZ43B25F943J,47668.59,54637.35,0,0
ki043598,26,PTRGLT97D12I289M,47039.72,180303.53,0,0
Is436878,865,FLPRGR99H46L100Y,43259.18,189476.86,0,0
Si374605,1114,FLLNNI31S56I032W,29746.48,66045.31,0,0
af822300,74,CRDSIA12R16L494A,19650.49,184376.51,0,0
dh030688,439,VCLLCI98P20M396O,49812.68,85920.81,0,0
kD916717,359,BRRLCN68E71F201Z,10119.24,126680.35,0,0
lh950797,1076,BCLPMN61L63L923W,45934.42,81159.18,0,0
Dy649686,800,MRLRMN78T51G488R,44642.47,133902.96,0,0
eC443010,688,TCCLLR87C12I196S,18408.52,171463.79,0,0
DJ671866,825,RGGLRI93L24A085N,9939.13,130830.83,0,0
ho830970,1009,MRNNTL85C59B629F,38512.62,110930.7,0,0
VW521589,1093,MNDSNT81S41L682O,46835.08,171871.44,0,0
Xv194202,597,SQRFLR77L13B476A,26646.45,127496.49,0,0
rA102623,218,BTAPRI02S59D317Q,12908.05,126974.14,0,0
fu168619,607,FOXCLD76P15L513D,22253.72,144401.43,0,0
gB355956,852,BRGLBT56B49E939Z,44621.69,154253.64,0,0
NG470289,66,CFRLLD78E64G934U,32928.85,157841.58,0,0
YU658427,969,GLTRNT58D16L944D,48608.12,138063.61,0,0
FN134404,1021,MLDGGL95L44C316G,18067.2,171436.37,0,0
LP297243,1060,VNTVRN03S17B043W,38139.65,133206.24,0,0
rb750507,236,PCNDNT04R66D977T,12126.85,128138.77,0,0
xg784797,255,BTTSTL71T08H881F,47796.11,108041.43,0,0
fO984803,103,DSCMRT01M08L848F,26636.16,168578.21,0,0
Il304858,20,CSNMLS57R30E370Y,15668.94,75148.07,0,0
EF103007,392,BTNLNR63B24F200X,12537.93,106113.14,0,0
QY333112,268,GRSMTD33B20G242C,22210.5,93095.35,0,0
nN959712,306,VNLRMD11L56E668E,18387.59,55535.9,0,0
ra188057,850,CNLGCM80D67A756B,39074.03,122863.86,0,0
OB971127,452,MLNCML70D01G242U,41774.92,166448.88,0,0
Mq228210,662,MNCPRI53A50A374J,46044.4,66611.19,0,0
NC797332,342,PSTTTN98B01H785Z,31064.66,75284.23,0,0
CX234092,154,CNDPTZ88P15F397F,43134.66,175839.87,0,0
Sa621231,177,GNTSYV68P28L983R,10279.97,130393.7,0,0
Ji594920,975,RROLND46R08M015J,27402.88,65579.19,0,0
Cj237248,1151,GLZSTN18S28B527M,38781.55,190028.62,0,0
Ps863192,514,ZBRMLT62P41G286V,44339.36,58404.72,0,0
QS406929,106,CLLVNS32D29E147N,6943.75,87025.99,0,0
VE382295,876,VRSLRA70D21G429S,16047.5,185379.72,0,0
Vs428980,1123,PZZFBA50R20E817R,39532.31,113216.37,0,0
kF660628,163,GLTLCU09R12I462Y,40595.3,137501.12,0,0
tw866985,127,CNTRSL58P06F587Y,29998.25,171869.75,0,0
Jr436756,921,SRRRNL33A26E531D,12552.65,186688.83,0,0
oP962982,606,TNZPRD32B48G205C,23431.1,118875.37,0,0
Jf320281,287,CMBRMN88S47M065B,25065.5,79815.54,0,0
Bu222421,535,DTTMLI90R69A780Q,36505.29,145207.65,0,0
NR877461,804,SLRLGN43M16F407R,12746.23,118303.52,0,0
bu243545,803,PGLSRN64T27H738U,5229.44,163927.41,0,0
Js852008,1127,SCLRMN63D44B637K,18471.63,88199.98,0,0
xp147975,868,NSGTLL07P51E227B,9973.7,120963.35,0,0
LA512435,1128,VRNRRA01D15B086Q,41494.68,51202.27,0,0
QV748078,689,CTRLCN93L51L835K,24675.01,74262.58,0,0
om958353,833,JVNGNN63H54I202M,27989.2,186538.25,0,0
FA324974,706,MZZSLT93C47C901Y,37761.36,63328.6,0,0
hE742294,566,BJRPPZ01L61I592D,40040.66,197166.75,0,0
mz076429,766,CSSDNL60L59D300V,31954.24,145004.71,0,0
kc955766,360,FFRLSS66M53L671V,30060.07,129499.29,0,0
yn465482,388,BRDFRN89T05A438G,38379.59,187206.42,0,0
xI712968,753,SPSPTZ36S57D175H,49597.08,153568.59,0,0
gI125795,1100,SMTSNO37D27H514E,9769.91,139064.35,0,0
nr798617,965,LBRFRN53S63L596Y,33762.34,195512.89,0,0
gn819449,694,SRNNTL97S06B632K,39028.75,169170.2,0,0
Fh485201,624,RSNDMN92H67I073K,23784.99,146015.01,0,0
Wz067907,494,GGLSBT66M65D553S,39792.37,179672.86,0,0
Mh445460,294,RCCRNR90A49B297S,7918.16,128134.17,0,0
