VRGLVI37L07D117X,"Canale Fogazzaro, 382, 81037, San Carlo Di Sessa Aurunca (CE)",Giovanna Maccanelli
GLTLNI13E02F148U,"Via Lolita, 37, 09021, Barumini (SU)",Bettina Montanariello
BRLCLD08C26C390C,"Strada Ceschi, 73 Piano 0, 28072, San Bernardino (NO)",Evangelista Salvemini-Falier
VTTGSP53B62F974P,"Strada Gigli, 58 Piano 6, 64025, Scerne Di Pineto (TE)",Nino Vianello
GLVMRT63H12G806A,"Borgo Laura, 1, 84086, Casali Di Roccapiemonte (SA)",Mirko Zacchia
MRSRND07R57H659R,"Via Ninetta, 2 Piano 5, 25074, Lavenone (BS)",Massimiliano Cassarà
TMBRST06C69B646S,"Viale Pirelli, 6 Appartamento 9, 75028, Gannano (MT)",Antonello Belletini
TRSRST44R55C948U,"Canale Calgari, 96 Appartamento 37, 62012, Santa Maria Apparente (MC)",Simone Pace
SLVGVN46L46C356Z,"Borgo Antelami, 40, 42043, Taneto (RE)",Paoletta Martinelli
MRRVLR90R13F983H,"Borgo Vespucci, 10, 31020, Villorba (TV)",Pina Pascarella
PRDRSN39H22F562I,"Viale Magrassi, 34, 20900, San Fruttuoso (MB)",Ciro Chigi
BRRLNE33D26I274T,"Contrada Giradello, 336, 14026, Scandeluzza (AT)",Pompeo Bartoli
CRSSSN88P05D576C,"Borgo Gianluigi, 155, 13024, Cellio (VC)",Uberto Ottino
MCHTNN29C63G110Z,"Contrada Bonolis, 14, 17100, Fornaci (SV)",Sergius Briccialdi-Mazzini
CGNMRN73M59G972L,"Piazza Luchino, 21, 73042, Casarano (LE)",Valeria Scalfaro
PLCSRN16M29A746L,"Incrocio Terragni, 98, 20846, Macherio (MB)",Sig.ra Cecilia Riccardi
BLLGLN68H49A584D,"Rotonda Tarchetti, 21 Appartamento 21, 62011, Cingoli (MC)",Puccio Brugnaro
VSCBPP17C56D901E,"Via Caetani, 4, 00196, Roma (RM)",Sig.ra Griselda Botta
RSLSLO31P05B486T,"Stretto Antonucci, 18 Piano 2, 42026, Canossa (RE)",Antonello Basadonna-Scotto
SBRRMI09C25E305O,"Canale Priscilla, 41 Appartamento 25, 10028, Trofarello (TO)",Chiara Iannucci-Calbo
RTCPRC28L09M083T,"Stretto Daria, 3 Piano 0, 07024, Moneta (SS)",Milo Briccialdi
STNLNE88B12F219V,"Via Rosa, 11, 64010, San Vito (TE)",Dott. Romana Procacci
RSSLRN91R55M368G,"Via Salata, 84, 73013, Santa Barbara (LE)",Dott. Matteo Tomaselli
LNFCHR92M09I179I,"Borgo Mattia, 64, 83023, Fontenovella (AV)",Ottone Calbo
VLMBTN36D17A698S,"Via Marcello, 21 Piano 6, 26867, Somaglia (LO)",Eugenia Granatelli
RSTMRC20R53C241U,"Vicolo Luxardo, 976 Appartamento 4, 13017, Quarona (VC)",Ida Fischetti
GRSGSP64L13L416O,"Borgo Fabrizi, 0 Appartamento 0, 98164, Messina (ME)",Franco Polani
GLTRNT58D16L944D,"Incrocio Asmundo, 7, 95016, Santa Venera (CT)",Pier Greco
PLLRST44L65E679T,"Contrada Bossi, 0 Piano 4, 45019, Polesinello (RO)",Dott. Irma Casellati
CHTFRN35D27G299B,"Viale Alboni, 362 Appartamento 7, 98048, San Martino (ME)",Filippo Prada
BTTSTL71T08H881F,"Vicolo Borromini, 1, 67055, Gioia Dei Marsi (AQ)",Ludovica Foà
CSRLCU14P43H675X,"Stretto Laura, 453 Piano 0, 39058, Sarentino (BZ)",Simone Sabatini-Puccini
CNVTNO00H41C489N,"Vicolo Barcella, 123, 81050, Portico Di Caserta (CE)",Pierluigi Soranzo
CPLFDL30T45B278N,"Stretto Giorgio, 57, 00059, Tolfa (RM)",Lisa Nicolini
FLLLND79H62I409Y,"Strada Pierina, 51, 72017, Ostuni (BR)",Michela Mocenigo
TRCVNN69T62F565U,"Viale Eraldo, 8 Piano 5, 17022, Borgio Verezzi (SV)",Adelasia Antonucci-Pisaroni
RTSVTR66C04F304R,"Viale Malatesta, 53 Piano 4, 24013, Oltre Il Colle (BG)",Priscilla Boiardo
GRGRRA23A14F363M,"Stretto Greco, 25, 02024, Sant'Elpidio Di Pescorocchiano (RI)",Massimo Donatoni
CSSSTN50R24B132R,"Strada Mirco, 64 Appartamento 91, 33082, Tiezzo (PN)",Lina Agostini
PCCDNI38M27D373N,"Borgo Scotto, 31 Appartamento 38, 09040, Goni (CA)",Sig.ra Giulia Polizzi
RVGNTA52P03A697H,"Rotonda Corradi, 5 Appartamento 60, 90040, Montelepre (PA)",Gabriella Iannuzzi
MCHLSE32P22I493M,"Borgo Sbarbaro, 30, 80023, Pascarola (NA)",Silvio Bruscantini-Germano
BRRLLN42C27F931N,"Rotonda Dolores, 642, 10088, Volpiano (TO)",Gaetano Curiel
SBRNDD79P27E173G,"Piazza Fausto, 615, 81035, Marzano Appio (CE)",Gianfrancesco Endrizzi
SRDBNN16E56G831D,"Vicolo Righi, 1 Piano 7, 90037, Piana Degli Albanesi (PA)",Sig.ra Marissa Stradivari
CTRLCN93L51L835K,"Incrocio Salvemini, 61 Piano 2, 92024, Canicatti' (AG)",Dott. Mariana Tafuri
DBSLNR63P17E793O,"Piazza Ennio, 39 Piano 8, 24014, Piazza Brembana (BG)",Claudia Mercalli
LRCBNN10S44F558X,"Stretto Pavanello, 7 Piano 3, 38075, Fiave' (TN)",Eliana Pavarotti-Simeoni
MRCLBT65H51C780K,"Canale Nicolò, 32, 12038, Levaldigi (CN)",Piersanti Grasso-Pisani
BRGVNI41T44F698K,"Viale Gagliano, 143, 75022, Taccone (MT)",Antonina Metella
CNCPNI43B26B016J,"Piazza Manunta, 453, 23862, Civate (LC)",Pomponio Ferragamo
PNITZN84C68I891X,"Strada Romina, 8, 33050, Terenzano (UD)",Virginia Terragni
BCCGNE85A12H860X,"Borgo Scotti, 3 Piano 5, 40037, Fontana (BO)",Dott. Franco Gotti
BRCMDA24M53L931L,"Borgo Brunelleschi, 477 Piano 4, 50141, Rifredi (FI)",Tiziana Mengolo
DNRGSR71D64G079I,"Stretto Lanfranchi, 85, 38077, Lundo (TN)",Dott. Giovanna Marsili
NCHLCZ87A02B620B,"Via Carullo, 51 Appartamento 31, 95048, Scordia (CT)",Licia Golgi
TFRMLN18M07H717L,"Incrocio Rocco, 5, 43021, Vestola Ghiare (PR)",Sig.ra Evangelista Mozart
PRTMLI24D58F263R,"Strada Alberto, 187, 20852, Villasanta (MB)",Alphons Falloppio
RRNMLS58H04F322P,"Canale Bazzi, 97, 84082, San Nazario (SA)",Donna Mastandrea
DDUBNT31R60L990B,"Vicolo Telemaco, 367, 88100, Catanzaro Sala (CZ)",Napoleone Lombardo
RNGMRL89H17E785Q,"Vicolo Annalisa, 64, 09034, Villasor (CA)",Rocco Campise
CSRMRT22P09G036W,"Contrada Riccati, 181 Piano 5, 10029, Villastellone (TO)",Corrado Fabrizi
TZZRMN18A65G583Q,"Piazza Nicoletta, 317, 55047, Pozzi (LU)",Lucrezia Nugnes
GSTDMA38S44I376P,"Viale Duse, 6 Appartamento 99, 95029, Viagrande (CT)",Enzio Zaccagnini-Corcos
FGTNTN52C44I510Z,"Contrada Michelotto, 4 Piano 8, 17046, Sassello (SV)",Nino Meucci
MJWRFL33C13D836X,"Stretto Cendron, 87 Appartamento 3, 05032, Calvi Dell'Umbria (TR)",Renzo Toscanini
DSCMRT01M08L848F,"Stretto Pasqual, 81, 43011, Roncole Verdi (PR)",Dott. Isabella Oscuro
PRLMLN72H07C349K,"Strada Ungaretti, 7, 36034, San Tomio (VI)",Vanessa Gualandi-Mazzocchi
TPLRAI90H02H665N,"Canale Filippo, 90 Appartamento 22, 66026, Villa Caldari (CH)",Victoria Pontecorvo
SSNCRL95P50C393B,"Incrocio Coluccio, 85 Appartamento 1, 00126, Roma (RM)",Nina Renier-Sandi
PCLGSP28M04L949J,"Rotonda Pietro, 45 Piano 0, 37134, Verona (VR)",Donatella Trapani
RSLRSR50A41I953F,"Viale Meucci, 64, 20862, Arcore (MB)",Aria Avogadro-Fibonacci
CBCNGN09B04A762V,"Borgo Gioele, 6, 28821, Cannero Riviera (VB)",Evangelista Petrucelli
TGLGLI86H04L386E,"Borgo Bongiorno, 6, 26037, San Giovanni In Croce (CR)",Lucio Ostinelli
BJRPPZ01L61I592D,"Canale Lombardo, 66, 60015, Falconara Marittima (AN)",Vito Ossani-Angeli
VLLPNI44H14M002W,"Viale Pometta, 34 Piano 9, 23887, Olgiate Molgora (LC)",Laura Antelami
RCCRNR90A49B297S,"Borgo Lucrezia, 31, 13816, Miagliano (BI)",Dott. Saverio Ferrata
VTTZEI83S70H013N,"Incrocio Borsiere, 74, 60048, Serra San Quirico (AN)",Liliana Giannetti
MLNCML70D01G242U,"Stretto Marissa, 29, 39012, Sinigo (BZ)",Ciro Caracciolo
CREGNC86P67B978C,"Rotonda Anguissola, 83, 70126, Bari (BA)",Sig. Tonino Zichichi
BRBLND25T29G222M,"Stretto Ovadia, 2 Appartamento 2, 21047, Saronno (VA)",Giuliano Comolli
BRSPLM65B19E415Z,"Piazza Patrizia, 4, 23014, Andalo Valtellino (SO)",Lara Santi-Gucci
VSCTNN33H62M209F,"Viale Fernanda, 36 Piano 9, 89028, Sant'Anna (RC)",Ronaldo Smirnoff
CTLCRI17A66A566F,"Viale Palombi, 39, 53049, Torrita Stazione (SI)",Annibale Vercelloni
PLMMRC01C47H434G,"Contrada Lazzaro, 75 Appartamento 80, 28805, Vogogna (VB)",Carlo Mazzi
PZZGMM56E13C069X,"Rotonda Morandi, 5 Piano 7, 66050, Guilmi (CH)",Maria Pisano-Serlupi
RGNFLV52S15D668S,"Contrada Donna, 5 Appartamento 60, 64025, Scerne (TE)",Benvenuto Mastroianni-Lucchesi
BCCBNT86T42E307T,"Incrocio Filogamo, 96 Piano 4, 15060, Roccaforte Ligure (AL)",Gian Falcone
ZNIMRA99M68B364P,"Vicolo Udinese, 70 Piano 7, 89041, San Nicola Di Caulonia (RC)",Alessandro Anguissola
BLLNCI11B58B049P,"Incrocio Salvi, 0, 00195, Roma (RM)",Dott. Irma Pennetta
RCCGCM97S47C267Z,"Viale Paolucci, 116 Piano 1, 50025, Baccaiano (FI)",Nadia Rosmini-Manzoni
FSLLNA60M02A747M,"Borgo Ottino, 79, 52016, Pieve A Socana (AR)",Simone Veneziano
VGRGRL56E23F453I,"Incrocio Hugo, 539 Appartamento 4, 74020, Monteparano (TA)",Hugo Montanelli
MDRLND07T23L470S,"Strada Serlupi, 672, 23832, Margno (LC)",Dott. Adriano Beffa
LZUPLA45S30F118P,"Contrada Fabio, 39, 98068, Fiumara (ME)",Sig.ra Fiamma Salgari
LXRPTZ35A64F473P,"Incrocio Anastasi, 24, 26045, Motta Baluffi (CR)",Rossana Monti
NDRLND98H24D321E,"Vicolo Orazio, 89 Appartamento 5, 18025, Piaggia (CN)",Sig.ra Stella Venier
PRTLCU52R30E426X,"Strada Gloria, 37 Appartamento 7, 45024, Fiesso Umbertiano (RO)",Silvia Barese
MNTRMR76R47G870A,"Borgo Cimarosa, 41 Appartamento 50, 63838, Belmonte Piceno (FM)",Maria Navarria
MNNSSN36T19B102T,"Rotonda Ubaldi, 83 Appartamento 2, 47921, Rimini (RN)",Sylvia Traversa
RNLRMN63E61D672G,"Viale Morandi, 9, 34145, Trieste (TS)",Marta Farnese-Udinese
NCLMRA40A47G682H,"Vicolo Gastone, 35, 34125, Trieste (TS)",Maurilio Barberini-Vivaldi
GLDNNZ17S14I592Z,"Stretto Platini, 427, 80066, Fornacelle (NA)",Donatella Cherubini
PTRDNL93P19D630F,"Via Interiano, 64 Appartamento 64, 26824, Cavenago D'Adda (LO)",Filippa Travaglia
GTTVRL07R56B069X,"Borgo Canova, 547, 45034, Canaro (RO)",Francesca Falcone
SDRPLA96D28A975I,"Via Rismondo, 84 Piano 7, 20128, Milano (MI)",Hugo Sabbatini
VTTRGR25D41C747X,"Vicolo Faggiani, 726 Appartamento 7, 38059, Samone (TN)",Sig.ra Fabrizia Cibin
CVLGNE49R02I145M,"Rotonda Terragni, 648 Piano 1, 05039, Stroncone (TR)",Rosalia Monteverdi
MNTGSR49B63H258R,"Strada Errigo, 11 Piano 9, 73033, Corsano (LE)",Elvira Palladio
FNTSLV13M27H712X,"Incrocio Scaduto, 61 Piano 7, 98058, San Basilio Di Novara Di Sicilia (ME)",Piergiuseppe Balbo
SLGMLI24D52A472F,"Viale Gaetano, 95 Appartamento 27, 73033, Corsano (LE)",Letizia Boccioni
BRDRMN12M15I614J,"Canale Montesano, 491, 89039, Plati' (RC)",Dott. Melissa Brugnaro
GTTGLR35B68H117H,"Strada Ignazio, 735 Piano 1, 37040, Caselle (VR)",Rosalia Faranda
NTNMRA21P64E103K,"Contrada Cavanna, 48, 57017, Stagno (LI)",Letizia Tamburi-Sanguineti
GLPRSR09R49D458Y,"Canale Delfino, 0, 41048, Morano (MO)",Dott. Stefani Cardano
CMCSNO46D06C614I,"Vicolo Nonis, 3, 40027, Mordano (BO)",Michela Barese
PZZLCU30S68C489P,"Incrocio Vincenza, 4 Piano 9, 75022, Irsina (MT)",Alina Majorana
PZZLME91P60G407S,"Viale Piermaria, 576, 10030, Villareggia (TO)",Jacopo Varano
CBTGNR89C43B198G,"Strada Carli, 153, 84123, Salerno (SA)",Rosario Lercari
ZTIMRC15T61F614I,"Contrada Comencini, 46 Appartamento 3, 07030, Martis (SS)",Roberto Riccardi
NTNGNN13B41H842K,"Vicolo Trapanese, 582 Piano 7, 70122, Bari (BA)",Gioele Carfagna
CSTNTT95A07E102G,"Incrocio Ceci, 86 Appartamento 97, 80128, Napoli (NA)",Nadia Redi
CRPVEA70A29H898U,"Rotonda Mantegazza, 935 Piano 2, 23821, Crebbio (LC)",Giampaolo Golgi
SMTRMG20P64B181H,"Borgo Taccola, 123, 85035, Noepoli (PZ)",Giovanni Flaiano-Peano
RROLND46R08M015J,"Incrocio Pascarella, 23 Piano 5, 42010, Toano (RE)",Griselda Traetta
FRRGRC10D22A293L,"Piazza Pacetti, 440, 28861, Baceno (VB)",Valeria Pareto
MRCLFD23H57M264Q,"Borgo Visconti, 55 Piano 6, 84121, Salerno (SA)",Baldassare Collodi-Farina
BTTCML77M66A581S,"Viale Paola, 883, 80058, Torre Annunziata (NA)",Aria Mattarella
MNTRCT44A70A762G,"Incrocio Serraglio, 8 Piano 3, 25076, Odolo (BS)",Carmelo Acerbi
CMPDNI81R71G511C,"Borgo Uberto, 163, 16034, Portofino (GE)",Durante Columbo
SLTNTA59M22G294K,"Viale Claudio, 262 Piano 9, 33080, Cimolais (PN)",Ilaria Russo
GRTMRA62D18H420Z,"Incrocio Cilibrasi, 1 Appartamento 9, 41013, Castelfranco Emilia (MO)",Costantino Pavanello
CRFRTR05E46D611G,"Vicolo Gianpaolo, 46 Piano 2, 84025, Eboli (SA)",Adele Collodi
NCCPRN09D01C648Q,"Strada Antonina, 834 Piano 7, 38082, Castel Condino (TN)",Filippa Bernardi
VRNRRA01D15B086Q,"Strada Ferrante, 71 Appartamento 41, 13853, Capovilla (BI)",Sig.ra Concetta Prati
JVNGVN70A59A571Z,"Vicolo Caetani, 875, 39056, Nova Levante (BZ)",Dott. Romana Mozart
FGTRSN30D26F610Y,"Via Livio, 54, 61028, Auditore (PU)",Dott. Oreste Sauro
CRVLLT95R09I910W,"Via Tommaseo, 950, 80066, Montechiaro (NA)",Fiorenzo Bettoni
PTRMRD20D14L346I,"Via Tatiana, 763, 00191, Roma (RM)",Sig. Salvatore Santi
MNCGSR89S56D068E,"Piazza Nino, 29, 50065, Sieci (FI)",Dott. Giuseppe Trussardi
DNZLNE88E16B561U,"Contrada Ubaldi, 87, 90018, Danigarci (PA)",Sophia Malipiero-Cannizzaro
QSMLDC94M17C984H,"Stretto Veronica, 19, 17015, Celle Ligure (SV)",Carlo Trincavelli-Argentero
FNTLNR22H20M415U,"Strada Cilibrasi, 42, 98158, Messina (ME)",Pellegrino Vismara
NDEVRC27H13F110D,"Incrocio Ilaria, 674, 74027, San Giorgio Ionico (TA)",Melissa Zoppetto
CSNRZO15S62H798V,"Piazza Sabatini, 283, 25013, Carpenedolo (BS)",Melina Gagliardi
RBBSTL56T05A799P,"Rotonda Bonatti, 813 Appartamento 8, 47865, Pietracuta (RN)",Niccolò Papetti
MDNRMO93M61A159I,"Canale Fanucci, 58, 00151, Roma (RM)",Raimondo Pareto
CTLMTT14L56H702A,"Stretto Pellico, 38 Appartamento 56, 33042, Buttrio (UD)",Dott. Mariano Valier
MNTSNR07D29E700E,"Strada Boito, 88, 86037, Palata (CB)",Elladio Chittolini
MNRBNC88B12C091D,"Vicolo Cirillo, 739 Appartamento 79, 36016, Thiene (VI)",Sig.ra Carolina Alighieri
BNDSSN09L25A122V,"Piazza Elmo, 34, 26029, Soncino (CR)",Sandro Berrè
CMLNTT08H13H607K,"Borgo Renzo, 754, 80126, Soccavo (NA)",Jolanda Pellegrini-Cabrini
VNTVRN03S17B043W,"Stretto Donarelli, 1 Piano 3, 64100, Cartecchio (TE)",Letizia Montalti
BNGMTT42E70E244T,"Incrocio Piergiuseppe, 15 Appartamento 7, 24061, Albano Sant'Alessandro (BG)",Maura Gabba
PPEGCT25T66A309A,"Via Fabia, 880, 53015, Tocchi (SI)",Lorenzo Bajamonti
ZRLCLL66H30E818Q,"Borgo Pedrazzini, 82, 28015, Momo (NO)",Sig.ra Milena Traetta
MSTCLC45D51G412B,"Rotonda Ornella, 29, 32037, Mis (BL)",Sig. Enzo Zanzi
PSQLRT29H09F441F,"Strada Nadi, 97, 27016, Lardirago (PV)",Concetta Meucci
GLNGNR05D49C735G,"Rotonda Granatelli, 80, 07036, Sennori (SS)",Stefani Soffici
RNCFLR83E28I876X,"Vicolo Gaspare, 814 Appartamento 1, 53025, Saragiolo (SI)",Gianni Bacosi
MNCPRI53A50A374J,"Incrocio Rienzo, 340, 07028, Santa Teresa Gallura (SS)",Giacinto Respighi
FRRTTE85H24D865M,"Viale Detti, 84, 82021, Apice (BN)",Laura Caccioppoli-Spallanzani
CRDGLI12E41G154E,"Strada Virgilio, 240, 20075, Colturano (MI)",Stefania Fantozzi
SDRTTE53B06H949O,"Via Sonia, 43, 92020, Castrofilippo (AG)",Dino Luxardo
TMBGLI54E69F551Q,"Piazza Marta, 92 Appartamento 44, 80143, Napoli (NA)",Giulio Opizzi
TMSGBL39C57E659N,"Piazza Toni, 94 Appartamento 5, 24122, Bergamo (BG)",Giampaolo Piacentini
RSNDMN92H67I073K,"Borgo Emma, 10 Piano 6, 35010, Ca' Baglioni (PD)",Gino Chiesa
FRMRFL90P56E997C,"Via Cavalcanti, 25, 33037, Colloredo Di Prato (UD)",Ippazio Roccabonella
RRGVNN87M62A947J,"Via Michelotto, 17, 58026, Boccheggiano (GR)",Dott. Ugo Favata
SBLVLR57L10C582J,"Canale Susanna, 13, 00152, Roma (RM)",Alessio Orengo
SCTRML01M63A710W,"Viale Camuccini, 72 Appartamento 19, 15026, Carentino (AL)",Michela Carfagna
VRGVRN24A01D817E,"Strada Giada, 4, 90022, Caltavuturo (PA)",Daria Burcardo
MDCLSI15S23A162Q,"Vicolo Mezzetta, 5 Piano 1, 22035, Canzo (CO)",Dott. Armando Omma
DNDDLS28T05E147N,"Stretto Santi, 2, 86095, San Pietro In Valle (IS)",Fiorenzo Bragadin-Ferragni
LGHGNI98R48I188A,"Canale Leone, 1 Piano 4, 13019, Varallo (VC)",Amadeo Aloisio
GLTLCU09R12I462Y,"Contrada Giacconi, 0, 61034, Fossombrone (PU)",Dott. Carla Vezzali
MLSRST13H50D641H,"Canale Adamo, 379, 38092, Valda (TN)",Dino Tron
MNTLTZ52M05D469Y,"Strada Muti, 638 Piano 0, 37049, Villa Bartolomea (VR)",Giacinto Camanni
GRZMBT19T41L773Z,"Strada Gionata, 6, 71018, Vico Del Gargano (FG)",Tiziano Niscoromni
RZZPSL43M48C534S,"Via Marsili, 95, 36043, Camisano Vicentino (VI)",Sig.ra Adriana Pavarotti
CMSPLM86B16H839V,"Borgo Scalfaro, 6 Piano 9, 75016, Pomarico (MT)",Raffaele Mannoia
FRMVTR71D41G556M,"Vicolo Cignaroli, 64 Appartamento 8, 82033, Civitella Licinio (BN)",Ciro Falier
BLLMSM07E62B578P,"Contrada Marrone, 567, 88813, Ciro' (KR)",Maria Collodi
MNTGRM48A67I265O,"Contrada Raffaella, 48, 13040, Borgo D'Ale (VC)",Manuel Cimini
BRSSIA05E15E202F,"Strada Guglielmo, 71, 40051, Pegola (BO)",Alessandra Chiappetta
GRMNTA16C01C596X,"Incrocio Leoncavallo, 232, 45010, Rosolina Mare (RO)",Irma Iannotti
GSTLSN69M16D219P,"Stretto Ferrante, 7, 84050, Futani (SA)",Paloma Cainero
PRRSLS52A54C987Q,"Vicolo Armellini, 53 Appartamento 5, 15061, Arquata Scrivia (AL)",Sig. Ruggiero Vespa
CSLLVR74C23M081R,"Piazza Dolores, 48, 61041, Pole (PU)",Girolamo Gianvecchio
GRSPLG77R45L235U,"Strada Matteo, 47, 53031, Monteguidi (SI)",Cirillo Galuppi
TDSFLV95H53L155N,"Contrada Chindamo, 28, 06053, San Niccolo' Di Celle (PG)",Alessia Tolentino-Cadorna
CFFTMT26R64I701I,"Piazza Beppe, 23, 71025, Castelluccio Dei Sauri (FG)",Dott. Germana Nordio
PLCMRH89B03I749B,"Piazza Marsili, 11 Piano 1, 14049, Vaglio Serra (AT)",Sig.ra Lucia Malenchini
TFRLRN74M48H120B,"Strada Iadanza, 863 Appartamento 98, 80032, Casamarciano (NA)",Raffaello Filangieri
BTTLNE12P14I844T,"Via Maria, 741, 56122, Pisa (PI)",Federigo Eco
PZZFBA50R20E817R,"Contrada Zito, 23 Piano 0, 51018, Pieve A Nievole (PT)",Melissa Lucarelli
LPRRFL69S51L377V,"Rotonda Ioppi, 57, 67046, Ovindoli (AQ)",Fernanda Scalfaro-Bersani
FLCVRN76R26A949J,"Vicolo Benedetto, 0 Piano 3, 81028, Santa Maria A Vico (CE)",Valeria Salata
BRRSNO02E19G833Q,"Vicolo Cerutti, 9, 35037, Treponti (PD)",Marcantonio Barillaro
SGNFLV02C71A616K,"Stretto Rodolfo, 67 Appartamento 8, 20009, Vittuone (MI)",Paulina Oscuro
GRZGSR26H45L625U,"Via Erika, 181 Piano 9, 95022, Aci Catena (CT)",Matilda Fallaci
SLASTN05M04B759Q,"Stretto Giovine, 18 Piano 8, 13831, Mezzana Mortigliengo (BI)",Puccio Cianciolo-Migliaccio
TRTLSN46E26B161Z,"Vicolo Gullotta, 333, 95126, Ognina (CT)",Renzo Boezio-Chechi
NTNPSL57L45H829F,"Contrada Luciano, 1 Piano 3, 20049, Settala (MI)",Gianluca Gravina
NTRRND43M62A138U,"Canale Fredo, 4 Piano 8, 35025, Cagnola (PD)",Fulvio Pace
FNZPRG15D51L574F,"Viale Ermes, 6, 26814, Livraga (LO)",Rodolfo Sommaruga
JVNGNN63H54I202M,"Contrada Beppe, 9 Appartamento 7, 13034, Lignana (VC)",Bruno Vitturi
PSTFLP15A61I005P,"Vicolo Bernardi, 224, 88813, Ciro' (KR)",Dott. Priscilla Morandini
ZGRSNO65P19A902E,"Borgo Orazio, 4 Appartamento 25, 80078, Lucrino (NA)",Sig. Giacobbe Caccianemico
VNLRMD11L56E668E,"Strada Corrado, 715, 73057, Taviano (LE)",Isa Chigi
TRNSYV29P15I991B,"Stretto Letizia, 98 Piano 4, 55045, Crociale (LU)",Dott. Luca Turci
TMSLCZ32A05F067B,"Incrocio Longhena, 962, 81054, San Prisco (CE)",Nicola Botta
LVTCLD82M50M141F,"Via Chiara, 1, 35122, Padova (PD)",Eleanora Molesini
LNCMLN87S11C269U,"Via Barbara, 36, 50059, Spicchio (FI)",Matilda Barese
BRMPSL76S65B640S,"Rotonda Colletti, 843, 92015, Raffadali (AG)",Ansaldo Leonardi-Surian
PSSLDA53S63A100P,"Incrocio Venditti, 42 Appartamento 9, 21048, Monte (VA)",Silvia Botta
BRMMRD27R10G523E,"Borgo Anita, 80, 85040, Pedali Di Viggianello (PZ)",Sig.ra Virginia Toscani
NCLGBL95M10H558D,"Via Silvia, 994 Piano 1, 32037, Mis (BL)",Dott. Ciro Cundari
CVLFDC43T02L050P,"Vicolo Fittipaldi, 82 Appartamento 59, 08032, Desulo (NU)",Luciana Taliani
RDESYV10B18A763D,"Rotonda Ugolino, 537 Appartamento 8, 47900, San Fortunato (RN)",Michelangelo Prada
VRGTMT35E53E974Q,"Piazza Sgalambro, 81 Piano 0, 40062, Marmorta (BO)",Galasso Travaglia-Greggio
TCCLLR87C12I196S,"Via Tullio, 49 Piano 9, 38012, Vervò (TN)",Elmo Novaro
LBLFRN89H05I084P,"Via Giuseppina, 129 Piano 9, 64031, Arsita (TE)",Natalia Tarchetti-Berengario
CMSGSN30S43L568J,"Piazza Giovanni, 78 Appartamento 15, 63078, Pagliare (AP)",Guglielmo Bulzoni
CMNFDG44M62C560P,"Rotonda Angelina, 26 Piano 4, 23841, Annone Di Brianza (LC)",Gelsomina Pizzamano
SPLNDD54A10H647N,"Stretto Francesca, 2, 28045, Invorio (NO)",Rosario Camanni
SBBNNS00C08C573O,"Rotonda Giancarlo, 51 Piano 2, 26017, Pieranica (CR)",Rosina Polani
GNTSYV68P28L983R,"Stretto Elmo, 5 Appartamento 63, 28076, Pogno (NO)",Sig.ra Vanessa Majewski
