SGRCCL80A06E209F,869
MCHTNN29C63G110Z,1017
RSSMRN78C17B176M,1121
TRNSYV29P15I991B,139
GLTLCU09R12I462Y,731
CFRLLD78E64G934U,1164
GBBMRC58M61F078L,913
FSNPRN67R27A058F,911
SRNPRG24S54I056M,156
SNNNCL28P45A028Z,375
PZZGLR21P63F839S,880
LPRRFL69S51L377V,1122
TRNMRA96H65G534J,951
PLLVIO86B43E374F,101
BTTCTN72M05C803K,458
PRTLCU52R30E426X,179
VSPRSN50R15F275I,325
FLRDNI46S69A713M,381
MNDLND69D62C478V,64
VVNBTN12R03B597G,518
GLLGRM77P62F023F,588
GLTDLA56H09D234U,124
MLPTTN47R61E156C,617
PCLSNN77E50L014R,180
PLMLNA79E19A435P,812
CLRMSM63S58E734R,331
RZZNCL88H42C207G,266
TRCVNN69T62F565U,944
RSSGCN14S52H480J,189
BSSJCP42P50A703Z,1053
NNTCRL19S19I071X,1190
PGLBLD24L47D938X,1043
PTRDNL93P19D630F,9
VRNRBT30S65B828G,1070
CMSPLM86B16H839V,6
SCLRMN63D44B637K,1
MLDGGL95L44C316G,501
MLPMBT73R71A210B,983
TSTMRD14A13G365K,265
CREGNC86P67B978C,830
SMRPRG34M55D677U,1106
PLZTNF47T69B905R,1198
RROLND46R08M015J,709
SNSSVN02C44G961C,200
CNVFLR20B25G209C,419
MRNBRR41L63E507M,946
BLLGLN68H49A584D,943
VRDRSL30E16I798D,1028
LCCGNR05M41G007C,1051
BVLSTN50S24G957Z,465
NGGVEA41D05D767O,341
GLDGSN60R43C958P,336
MNRBNC88B12C091D,1048
FRRGRL46A10H779D,1143
MCCVRN92R25D472H,222
PLLLCU03L58F116D,721
MLNCRL84P45E520D,941
BRCDRT73H63M364G,587
RZZMRN80D08H010O,68
FDRDNT66S45C205G,693
BNVDMN51P50F806P,1155
TPLRAI90H02H665N,292
BRCLRI18T31D871Z,564
RNSSRN57A10D105H,796
LGNRSN61M42A834Q,1170
DTTMLI90R69A780Q,15
VNTLRN12T16B377D,109
SLGMLI24D52A472F,539
LFNNZE90C64H203Z,508
TMBCNT13L04C141L,565
DDUBNT31R60L990B,737
RNDPRR50M46I635B,525
PRZCRN27B50G105Z,141
SRGSBL62E29H280N,659
GRNBRR25P51I242O,128
RRGVNN87M62A947J,986
DRGPRI15P69H868A,1162
PLCSRN16M29A746L,599
VRNRRA01D15B086Q,1044
VLTRGR88E54I873T,134
JVRRTI04L18L986R,507
TPLSTN25S21B250K,637
TNCDIA97L20L751S,1003
PLLVIO86B43E374F,608
SLNCML43R12L883P,510
FRNBNC59S21H400W,1105
SLNSNR28C29D469W,253
VSPRSN50R15F275I,405
GLDGSN60R43C958P,57
NNSBRC27R09H964K,502
FNTSVR88T55A150U,389
VLLGDU02S41F153Q,567
MNDLND69D62C478V,818
MNNFLP06T04C917Q,393
SRNLCN35T70F483L,492
JVNGNN63H54I202M,596
BRMPSL76S65B640S,980
BJRPPZ01L61I592D,329
MRNNTL85C59B629F,1005
BRNLDN85T69B227C,646
LGHVEA67E11B873T,770
RTCPRC28L09M083T,171
FGGMNC31B25E022Z,258
BTTLNE12P14I844T,924
FRCLNI04L18H781F,590
GNZGVN72D04C815U,656
RSSGCN14S52H480J,961
VTTLSI87P28A424O,1029
BTAPRI02S59D317Q,223
CMLNTT08H13H607K,159
PCNDNT04R66D977T,650
CNTRSL58P06F587Y,685
VRGMRL05D60I873E,1189
VZZGLN97T41G378K,413
TRBGSR18R53I562W,378
TZZRMN18A65G583Q,297
CNTMRA81A10F863I,764
NNCCSN43L52D638B,1063
GGLLSI54L11C240M,390
LMGPLN44R11L961T,1022
GRZGSR26H45L625U,620
SPDGUO30T49A465O,752
LPUFRZ90P54I743R,663
BTTRCT52B58G277S,874
MNCLVR76L29L238G,39
MLPMLS19T02F206P,150
NCLDRT71H59M416Y,900
PNCFLP68C57M082R,529
RZZLND96H09E500R,1146
MRNPRR16E56L589B,976
LBNBLD42A60H262X,436
NCHLCZ87A02B620B,894
CRSRSL63T21D527N,242
RRCFBZ56A05D464Q,979
CNTFRC67L57E965J,843
MRNNTL85C59B629F,70
MRLRMN78T51G488R,288
GSTDMA38S44I376P,18
FLRDNI46S69A713M,474
TRVBNT84B57E799V,192
TBLFBZ43B25F943J,490
PTRGLT97D12I289M,26
FLPRGR99H46L100Y,865
FLLNNI31S56I032W,1114
CRDSIA12R16L494A,74
VCLLCI98P20M396O,439
BRRLCN68E71F201Z,359
BCLPMN61L63L923W,1076
MRLRMN78T51G488R,800
TCCLLR87C12I196S,688
RGGLRI93L24A085N,825
MRNNTL85C59B629F,1009
MNDSNT81S41L682O,1093
SQRFLR77L13B476A,597
BTAPRI02S59D317Q,218
FOXCLD76P15L513D,607
BRGLBT56B49E939Z,852
CFRLLD78E64G934U,66
GLTRNT58D16L944D,969
MLDGGL95L44C316G,1021
VNTVRN03S17B043W,1060
PCNDNT04R66D977T,236
BTTSTL71T08H881F,255
DSCMRT01M08L848F,103
CSNMLS57R30E370Y,20
BTNLNR63B24F200X,392
GRSMTD33B20G242C,268
VNLRMD11L56E668E,306
CNLGCM80D67A756B,850
MLNCML70D01G242U,452
MNCPRI53A50A374J,662
PSTTTN98B01H785Z,342
CNDPTZ88P15F397F,154
GNTSYV68P28L983R,177
RROLND46R08M015J,975
GLZSTN18S28B527M,1151
ZBRMLT62P41G286V,514
CLLVNS32D29E147N,106
VRSLRA70D21G429S,876
PZZFBA50R20E817R,1123
GLTLCU09R12I462Y,163
CNTRSL58P06F587Y,127
SRRRNL33A26E531D,921
TNZPRD32B48G205C,606
CMBRMN88S47M065B,287
DTTMLI90R69A780Q,535
SLRLGN43M16F407R,804
PGLSRN64T27H738U,803
SCLRMN63D44B637K,1127
NSGTLL07P51E227B,868
VRNRRA01D15B086Q,1128
CTRLCN93L51L835K,689
JVNGNN63H54I202M,833
MZZSLT93C47C901Y,706
BJRPPZ01L61I592D,566
CSSDNL60L59D300V,766
FFRLSS66M53L671V,360
BRDFRN89T05A438G,388
SPSPTZ36S57D175H,753
SMTSNO37D27H514E,1100
LBRFRN53S63L596Y,965
SRNNTL97S06B632K,694
RSNDMN92H67I073K,624
GGLSBT66M65D553S,494
RCCRNR90A49B297S,294
VCLFBZ87A63A113Q,433
GRSBLD03L41E877H,357
MNTSNR07D29E700E,934
BNCDRA39C25H658H,1183
MRNBRR41L63E507M,1025
BRGNTN15S22A192G,1077
MDGLSE44M03I155X,998
DSSPSL41B49C210P,327
LNFFRC99M11A049Q,557
SPSPTZ36S57D175H,609
PRDDMC97C66H198J,923
MSTCLC45D51G412B,51
RCCFRC75C50G808D,162
BLLMRA63P10H779G,640
MCHVTI00C70B877I,767
BRNTZN20E28F608K,262
GZZLRA52T24F675G,967
CVLFDC43T02L050P,554
PDRSBL77S14B718X,394
NDRDRA92T10B076B,585
SPSMCL18P05A778E,172
LGNLCU12M46M351Z,372
TRMSTN65R26A762L,111
PTRGLT97D12I289M,407
LGRMRL70D62H304D,417
FNTLCZ99M29L892O,879
CMCLLR08B16L535P,846
CBCNGN09B04A762V,863
GBBMRC58M61F078L,1014
PNCGCB90P54B138Q,786
MNCFLP51L26E645B,1171
GNNGFR09L55L248Z,853
SGNRMN27D68F011H,497
GRZMRD16R18H271B,885
BSNRRA17T28A452U,353
STRGRG33R17D796J,933
NSGGDU32S67L506N,901
GLNCRT22S01E715Z,373
BZOMLA78R04D568F,117
CBBPMN86A63H573V,246
MLPTTN47R61E156C,62
VZZGLN97T41G378K,142
SNNNCL28P45A028Z,94
ZGRSNO65P19A902E,219
PZZLME91P60G407S,250
VRRRNT95D41I615J,427
LDBGBL53D41L889G,530
CRVDLA94E29C553T,655
CMSFRN66C57L827W,283
TRTSNO78C05C331W,112
FRCLNI04L18H781F,831
MNNVTR83P13F751H,293
TRVTLC95C51I205Y,891
CRVNPN63A41D895Y,898
TPLSTN25S21B250K,990
CRCVCR97E19F326C,110
BRZCLD54T20I486T,805
TRSLSU42S17A552U,691
PLLVIO86B43E374F,1199
GNSPRL54C53E001J,31
SLASTN05M04B759Q,984
MRZNNT67R10B905V,639
RMNRLD13B60I110G,196
PLZTNF47T69B905R,477
VRNRBT30S65B828G,115
VGRGRL56E23F453I,700
NCLMRA40A47G682H,1094
PLMMRC01C47H434G,881
MRGGCB52A55L004N,34
FDRRMN45L51B999R,302
GRSGSP64L13L416O,584
CHGDNT83L42E441R,627
FBNVCR74A22C508K,33
BNNMLN63S20E949P,98
TRPSBT22M47E500F,248
CLGSNO82L07M122O,914
TMBGLI54E69F551Q,1024
GNNSNN72C57F324M,251
VSCTNN33H62M209F,257
GBRSLS35S42I240L,281
CMSFRN66C57L827W,660
CLLFBZ82A47L466E,367
MNDSNT81S41L682O,395
NNSNTN82E42E422O,992
SPLNDD54A10H647N,1119
BRCDRT73H63M364G,1182
MNGNNS23T30B681R,453
MNTFBZ47R48B948L,848
MLSRNL44R03H808G,1001
MCHLSE32P22I493M,366
GLVMRT63H12G806A,447
LGNLCU12M46M351Z,888
PZZRZO83M42D594G,1036
VLLGDU02S41F153Q,614
SLTSLO27M29H070M,164
FDRRMN45L51B999R,1061
TMSGTN94R42I917E,788
PLLVIO86B43E374F,1108
GRBNTL61A43D068X,1027
CRTRGR13A44D742B,1169
TRVLNR44P25G435V,821
MNDRFL99L43A653V,842
SLMNNT67T12H367Q,792
TMBGLI54E69F551Q,1136
DNTPTZ98R23F495O,314
NNSBRC27R09H964K,594
RGNCTN04A24A239F,1158
CTLMTT14L56H702A,866
MRPBNT33T41F358M,123
CRCNTN64C58L555B,1137
MZZRCT32T64E977M,430
RCCFRC75C50G808D,808
RNDPRR50M46I635B,500
PSQLRT29H09F441F,730
VLRNTL93T20L049P,682
MRNNTL85C59B629F,679
RTCPRC28L09M083T,1157
SNSSVN02C44G961C,1138
FSNLSE61P28B790Q,605
CRSDLM97M48H850Y,657
SBLGNR44P53E239R,166
CRCMRA83R10G449P,1086
FSNLSE61P28B790Q,205
CGUDNT50S52G576P,861
BCLPMN61L63L923W,1020
LNCMCL69M60D574B,320
BRRLCN68E71F201Z,739
GLTMRN24A57I759A,227
GZZDMA93P59D021N,1052
BLLNCI11B58B049P,328
NTNGBL59A22C633D,338
RGGLRI93L24A085N,131
TSTGNZ46M67I519O,867
MSTCLC45D51G412B,1047
BRMPSL76S65B640S,964
NDEMRD16H27B511I,973
GBBSTL51C25M169C,473
RSTMRC20R53C241U,872
MNTRMR76R47G870A,289
PCLSNN77E50L014R,747
CNTFRC67L57E965J,279
BBBCRI88A57B446U,681
NTRLDA53C61E010V,13
BRCDRN56B56H704O,32
MLPMLS19T02F206P,754
ZBRBRL65D65C430J,1185
BTTGDI88H14H958E,757
TRMLSU09B09D255T,298
CRNFRN24L50M119R,844
VSPGFR44L42I480P,966
TRMSTN65R26A762L,469
SLRLGN43M16F407R,1139
MRTMCL89D46D428I,1103
RSLRSR50A41I953F,186
NNSNTN82E42E422O,870
SRMNCL91L67I172P,956
TDSGVN62B63H975G,349
MLDLRT49H15E504T,847
GNNMRN57C02L444O,562
VRGLVI37L07D117X,406
PSNLDC55R69M281J,69
SMRPRG34M55D677U,114
GRGFMM60P16C661J,756
DROFLP57P19A490T,797
MNCLVR76L29L238G,917
GNVSTN88P08G015X,204
CPNGRG14C19B238P,531
CNVRFL10S69E919Z,56
RCCLPD55R46B037V,238
TMBGLI54E69F551Q,996
RNLRMN63E61D672G,593
CBBTNO73A56F371P,1097
MCHTNN29C63G110Z,267
CRSCML42T48L562S,915
SMMNTL56L22C745Q,1089
GBBLND99C48M431C,72
CPNGRG14C19B238P,140
VLLPNI44H14M002W,940
BCLPMN61L63L923W,377
QRNCRL21L56L469L,400
GRGFMM60P16C661J,203
FNTSLV13M27H712X,523
CFRLLD78E64G934U,670
MNTGSR49B63H258R,1030
BTTLNE12P14I844T,229
CPPFRN27L05F793M,1110
CCEPLT11M14B525I,854
BRZCLD54T20I486T,772
SCHVNI05M55G217V,184
GLGSNT68A58L799W,14
LNTPRG37H62F914I,29
LNGLSU36H19L933N,170
RGHGCN95A48A058A,533
RNRNNT15C27M096R,548
PSTRFL05A21F271Y,819
PSCBRL14C55F929S,877
MNCLTZ47T29I969N,1008
PGLBLD24L47D938X,838
GBRDNT43L50I536X,457
BCCMRT97T22I484Z,168
JVRRTI04L18L986R,683
CRCTNI50P20F655B,382
PSQLRT29H09F441F,1196
SRDLLR71D05B399O,1200
PSQLRT29H09F441F,549
BNMRSR51T47B881Y,762
DSSBNC83T09F157O,1188
CRCNTL18A62B172U,759
ZCCLGO54A13L795Q,1165
BNNPTZ47C48G455I,383
BRCDRT73H63M364G,1149
SRNPRG24S54I056M,1131
FNTSVR88T55A150U,574
DNZLND53M16I199J,449
RSPRNR49H57F433I,836
PRGSLV94R19M398Y,798
GLNCRT22S01E715Z,991
FNTSVR88T55A150U,601
MCCFRN31M05E363K,305
CSSDNL60L59D300V,76
TRCVNN69T62F565U,1016
TLNPLA91T53H712M,1117
CNTMRA81A10F863I,284
CRDSIA12R16L494A,300
VRNRBT30S65B828G,459
VRNGDI16C01D650Z,1019
CFRVRN23C21G478M,228
GLLGRM77P62F023F,736
GRGRRA23A14F363M,1069
TZZNTA95P14H723F,358
BTTCTN72M05C803K,615
PSQLRT29H09F441F,23
PRDDMC97C66H198J,642
CVLGRG67L52I529A,425
FGTRSN30D26F610Y,125
VLNFRN37L63F893I,270
GRSMTD33B20G242C,1132
CNTFRC67L57E965J,534
SLVGVN46L46C356Z,827
VRNRBT30S65B828G,971
GNSCLL03T09C428Y,1177
TRZFRC57H56D830W,1007
GBBLND99C48M431C,435
FLRDNI46S69A713M,147
CSTMRN30P13C560G,922
MLNCRL84P45E520D,995
CVNGLR74P05G157I,1140
CNTRSL58P06F587Y,744
NCLGBL95M10H558D,344
MRCPTZ86T71I690R,1166
RNRNNT15C27M096R,628
CSDLFD16R62D891J,385
PNCFLP68C57M082R,750
SCHVNI05M55G217V,44
LCCFLV96E59L521Z,512
LNCMCL69M60D574B,952
LGNRSN61M42A834Q,559
LMBLNE40T41I124T,1178
GBLNNZ48A15G551E,527
PRZTZN67B67F455T,644
RTCPRC28L09M083T,751
FSLLNA60M02A747M,789
PLMDMN04P68F904E,1124
DDUBNT31R60L990B,364
MSCLNA95T22A387V,456
MNCFLP51L26E645B,481
GLTDLA56H09D234U,1058
VNVNTL19H21A537C,1152
LCCFLV96E59L521Z,1195
MCHLSE32P22I493M,90
LGRMRL70D62H304D,886
BNVDMN51P50F806P,1056
CNVTNO00H41C489N,355
FBNLND49L17C539R,953
CDUFRN99T03L048G,199
PCCDNI38M27D373N,133
MCHTNN29C63G110Z,760
MNTTZN02M07F625R,1167
MNCFLP51L26E645B,81
BSSJCP42P50A703Z,19
BTTGDI88H14H958E,468
CNTFRC67L57E965J,902
MNGNNS23T30B681R,24
MCHJLD51S10I704L,277
BRNGNZ75M53F025F,611
BNDLND77C47E056Z,506
TZZRMN18A65G583Q,1142
TRBMRA74T69D945Y,303
BRZLCN98E29C621T,832
PLMDMN04P68F904E,351
CRCVNC41B53L309B,496
GLTLCU09R12I462Y,519
FDRDNT66S45C205G,715
TSCFBA85H03G178S,720
TRCRLD29B56G203I,705
GLZSTN18S28B527M,1098
PSTFLP15A61I005P,543
GBBMRC58M61F078L,939
RVGNTA52P03A697H,929
GNSBRR18E55H661Z,59
ZCCRMN61M62D402K,235
PTRMRD20D14L346I,1032
SPSPTZ36S57D175H,161
BRLCLD08C26C390C,1023
NGLMLS15M02C437T,793
ZNIMRA99M68B364P,108
MNCFLP51L26E645B,211
SRDMRN44D59I715Y,790
MRLRRA02C27L888S,950
VSPRSN50R15F275I,580
BZOMLA78R04D568F,1125
NLCCSN79D65A006B,1179
TBLFBZ43B25F943J,899
BLLNCI11B58B049P,299
ZNZCSN56S48F283J,454
BRCLRI18T31D871Z,878
GNNMRD56T05L223M,96
CNTMRA81A10F863I,1092
VCLFBZ87A63A113Q,582
VRGLVI37L07D117X,732
CSLGLR19B53D621R,926
RSPCLR86T64D876U,174
BBBCRI88A57B446U,634
RBBSVD63R51C357Y,241
ZBRBRL65D65C430J,244
NDRSTN63R22E563J,491
TZZNTA95P14H723F,321
BTTLNE12P14I844T,214
BRRCLD41M66G790M,92
BTTCML77M66A581S,434
DTTMLI90R69A780Q,576
CVLRNL14B23A690M,716
PZZLMR18L64L807P,849
RSNDMN92H67I073K,391
MNCLTZ47T29I969N,957
GVNVNS30R13L126K,1034
LCCGNR05M41G007C,1059
VVLPRN12S59A101H,347
GTTVRL07R56B069X,981
RGHGCN95A48A058A,1156
LRCBNN10S44F558X,334
LNGLSU36H19L933N,384
ZCCRSR48D55G438Z,945
SSNCRL95P50C393B,409
LPUFRZ90P54I743R,411
MTUDLM60T67D640R,424
GLGSNT68A58L799W,475
CSRMRT22P09G036W,791
GLTLCU09R12I462Y,87
MLPMLS19T02F206P,563
MLPGGL77P68A496T,799
VNTGNT18D42C440S,887
MRNGRN12A58A045X,960
TRNSYV29P15I991B,169
FNTCRT99A12M408Q,438
GNNGFR09L55L248Z,517
FRRMTD96A11L928T,1116
FBNLND49L17C539R,175
FDRDNT66S45C205G,301
MZZSLT93C47C901Y,783
SQRFLR77L13B476A,4
SCHVNI05M55G217V,937
RRGCHR09P11A809A,330
VLLGLI98D56H967U,1181
NVRRRA85H05E962I,120
LNTRMN71S26A819L,319
CNVFLR20B25G209C,148
RRNMLS58H04F322P,1013
SLTSLO27M29H070M,107
TRRSLV86S46C356L,860
MRNGRN12A58A045X,187
PRZTZN67B67F455T,472
CRCNTL18A62B172U,829
GNNGFR09L55L248Z,220
MRLRRA02C27L888S,145
TTNGLT08A17F711D,649
CSTFRN09B48A799N,925
BNNPTZ47C48G455I,1118
FRMRFL90P56E997C,784
SBRRMI09C25E305O,1129
LGNRSN61M42A834Q,185
TRMLSU09B09D255T,493
GNNMRD56T05L223M,841
GRDMCL12P03I205B,1160
BSSJCP42P50A703Z,274
BTTLNA85C20C971W,701
GLDGRL19B21A851P,994
GRMNTA16C01C596X,12
LVTCLD82M50M141F,1031
DPRGLN05S42A196A,520
VVLPRN12S59A101H,598
MRPBNT33T41F358M,987
GNTSYV68P28L983R,352
PSTTTN98B01H785Z,526
CGNMRN73M59G972L,1004
MNZBGI45H60C936B,724
PRTLRT01A13L297V,441
MRCPTZ86T71I690R,733
BNNRMI65T26F815J,215
BTTRMD97A57F749N,337
TRNSYV29P15I991B,667
CBBTNO73A56F371P,645
PSTFLP15A61I005P,1045
CTRLCN93L51L835K,370
FSNMRH96H04C055W,771
SBRNDD79P27E173G,629
RGNCTN04A24A239F,575
MCCVRN92R25D472H,773
FNTVRC37E27G114Z,448
CRFRRA47S17L837A,420
BRCSRS13C51D733F,988
GBLNNZ48A15G551E,1006
PSTRFL05A21F271Y,511
CNTMRA79T07F009G,1038
BSRBCC23R41B932G,30
SLVVNN71H68C079W,247
FRRCML80B05D064Q,363
CHNGNL10D58D078A,577
TDSGVN62B63H975G,912
PRZTZN67B67F455T,476
MRNGRN12A58A045X,1085
BRFLPN97H54G210Z,1145
FLCVRN76R26A949J,249
PZZRSR86P48F600N,959
CRSSSN88P05D576C,723
FNTVRC37E27G114Z,722
GRGLNI45R18F482Z,672
TNZPRD32B48G205C,8
VCLFBZ87A63A113Q,1084
CRDNTN49D48D537X,78
NTRRND43M62A138U,677
CRELBT98C46D462H,698
RSPRNR49H57F433I,1148
FBNLND49L17C539R,138
BSRBCC23R41B932G,551
MNTTZN02M07F625R,779
TRSLSU42S17A552U,224
TSTMRD14A13G365K,546
PTRMRD20D14L346I,572
VSCBPP17C56D901E,85
PSRHGU43C54H074W,25
CSDLFD16R62D891J,100
FLTBRT58D62B648O,602
PSNGNE89M01H429A,668
GLGPNI14P02G151D,674
CTRDLA87R30G542B,191
FGTNTN52C44I510Z,89
PRZPCC56P68L970W,28
PNMGRN06B49I360L,600
SCLRMN63D44B637K,129
SLGMLI24D52A472F,119
RSMFDC73M46D538X,99
FLTMME15D30L535Y,143
VLTRGR88E54I873T,541
LMBGST21R41L998B,95
DNTNTN02T19A254C,616
RRCGNL48T47D732R,669
MNCLVR76L29L238G,963
GRZGSR26H45L625U,906
FDRGSR05M64H683F,116
SRDMRN44D59I715Y,802
GLRGSN50H54H802K,828
CHRLSI62A28H514Q,1107
LMGPLN44R11L961T,661
BNNRMI65T26F815J,713
NTNMRA21P64E103K,665
NTNLVI54A26A902T,741
PTRDNL93P19D630F,11
BTAPRI02S59D317Q,365
NCCRSL63D19G875D,1067
PTRGLT97D12I289M,1112
BRRLLN42C27F931N,931
LVTCLD82M50M141F,765
RMNRLD13B60I110G,97
CNVTNO00H41C489N,173
RROLND46R08M015J,201
ZNZCSN56S48F283J,524
BTOSIA20P09D798O,578
FLTBRT58D62B648O,332
GSTLSN69M16D219P,1072
MNCLVR76L29L238G,181
TRCRLD29B56G203I,658
GROSRN16C27E675V,505
PLMRLD16C42I686S,837
PPEGCT25T66A309A,755
FRMRFL90P56E997C,801
PZZGSI27L42C884K,845
CRSSSN88P05D576C,556
GBLRNZ47E66H523B,711
GNTSYV68P28L983R,989
SCTGLS55C43I056P,851
FLRDNI46S69A713M,104
BRCPLN89A12A645R,414
CSTGLR19H70D798Q,317
JLNCRL31L59D901F,52
BRNGNZ75M53F025F,676
CSLNTA23C21G311F,55
CMSGLM22C14F214P,703
ZNZVLR87P26E662V,213
SPSPTZ36S57D175H,379
PZZMRS04B28L335T,462
MRSRND07R57H659R,560
PLCLSE05A12C928Z,735
SQRFLR77L13B476A,1130
SNNNCL28P45A028Z,893
CVLGNE49R02I145M,883
CHRLSI62A28H514Q,446
FLTMME15D30L535Y,232
BNMRSR51T47B881Y,817
